contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
1,مستودع,,وحدة,Commercial,CNT337629063,Warehouse,,تجاري,459,Authority,2015-08-01,2020-07-31,DANUBE Metro Station,2,4,1,Ibn-e-Battuta Mall,محطة مترو الدانوب,Unit,13.0,ابن بطوطة مول,1.0,0,New,Warehouse,1,Dubai Investment Park Second,جديد,مستودع,Expo 2020 Site,Dubai Investment Park Second,2026-02-19 01:09:55,موقع إكسبو 2020,7.0,مجمع دبي للاستثمار الثاني,,472.0,جهة,مجمع دبي للاستثمار الثاني,1
226800,سكن عمال,,وحدة,Residential,CRT358068166,Labor Camp,,سكني,372,Authority,2015-10-01,2016-09-30,First Abu Dhabi Bank Metro Station,2,7,4,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Unit,38.0,مول الإمارات,1.0,226800,New,Labor Camps,0,,جديد,سكن عمال,Burj Al Arab,Al Goze Industrial Second,2026-02-19 01:09:55,برج العرب,4.0,القوز الصناعيه الثانيه,,11.0,جهة,,1
145000,محل,,وحدة,Commercial,CNT366339598,Shop,,تجاري,238,Authority,2015-10-05,2016-10-04,Palm Deira Metro Stations,2,3,2,Dubai Mall,محطات مترو نخلة ديرة,Unit,421.0,مول دبي,1.0,145000,Renew,Shop,0,,تجديد,محل,Dubai International Airport,Al Dhagaya,2026-02-19 01:09:55,مطار دبي الدولي,1.0,الضغايه,,17.0,جهة,,2
432768,محل,,وحدة,Commercial,CNT475617262,Shop,,تجاري,312,Authority,2016-01-01,2016-12-31,Etisalat Metro Station,2,3,2,City Centre Mirdif,محطة مترو اتصالات,Unit,421.0,سيتي سنتر مردف,1.0,432768,Renew,Shop,0,,تجديد,محل,Dubai International Airport,Muhaisanah First,2026-02-19 01:09:55,مطار دبي الدولي,1.0,محيصنه الاولى,,51.0,جهة,,2
45885,غرفتين و صالة,,وحدة,Residential,CRT495900776,2 bed rooms+hall,,سكني,362,,2016-01-01,2016-12-31,Baniyas Square Metro Station,2,1,1,Dubai Mall,محطة مترو ميدان بني ياس,Unit,2.0,مول دبي,,45885,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Naif,2026-02-19 01:09:55,مطار دبي الدولي,842.0,نايف,,,,,2
800,محل,,وحدة,Commercial,CRT489921506,Shop,,تجاري,431,,2016-01-01,2016-12-31,,2,1,1,,,Unit,421.0,,,800,Renew,Shop,0,,تجديد,محل,,Al-Cornich,2026-02-19 01:09:55,,1.0,الكورنيش,,10.0,,,2
53130,غرفتين و صالة,,وحدة,Residential,CNT418597151,2 bed rooms+hall,,سكني,322,Person,2016-01-01,2016-12-31,Airport Free Zone,2,1,1,City Centre Mirdif,المنطقة الحرة بالمطار,Unit,2.0,سيتي سنتر مردف,0.0,53130,New,Flat,0,,جديد,شقه,Dubai International Airport,Al Qusais Industrial Fourth,2026-02-19 01:09:55,مطار دبي الدولي,842.0,القصيص الصناعيه الرابعه,,86.0,شخص,,1
75000,غرفة و صالة,,وحدة,Residential,CNT395449484,1bed room+Hall,,سكني,445,Person,2016-01-14,2017-01-13,Ibn Battuta Metro Station,2,1,1,Ibn-e-Battuta Mall,محطة مترو ابن بطوطة,Unit,1.0,ابن بطوطة مول,0.0,75000,New,Flat,1,Ibn Battuta ,جديد,شقه,Expo 2020 Site,Jabal Ali First,2026-02-19 01:09:55,موقع إكسبو 2020,842.0,جبل علي الأولى,,74.0,شخص,ابن بطوطة,1
216000,محل,,وحدة,Commercial,CNT418388714,Shop,,تجاري,361,Authority,2016-01-16,2017-01-15,Al Qusais Metro Station,2,1,1,City Centre Mirdif,محطة مترو القصيص,Unit,421.0,سيتي سنتر مردف,1.0,216000,Renew,Shop,0,,تجديد,محل,Dubai International Airport,Muhaisanah Fourth,2026-02-19 01:09:55,مطار دبي الدولي,1.0,محيصنه الرابعه,,119.0,جهة,,2
95000,غرفة و صالة,,وحدة,Residential,CNT402173442,1bed room+Hall,,سكني,341,Person,2016-02-10,2017-02-09,Trade Centre Metro Station,2,1,1,Dubai Mall,محطة مترو المركز التجاري,Unit,1.0,مول دبي,0.0,95000,New,Flat,0,,جديد,شقه,Burj Khalifa,Trade Center First,2026-02-19 01:09:55,برج خليفة,842.0,المركز التجارى الاولى,,62.0,شخص,,1
129000,غرفه سكن عمال,,وحدة,Residential,CNT411524751,Room in labor Camp,,سكني,453,Authority,2016-02-11,2017-02-10,,2,5,3,,,Unit,12.0,,1.0,129000,New,Labor Camps,0,,جديد,سكن عمال,Al Makhtoum International Airport,Saih Shuaib 2,2026-02-19 01:09:55,مطار آل مكتوم الدولي,4.0,سيح شعيب 2,,22.0,جهة,,1
105000,غرفتين و صالة,,وحدة,Residential,CNT412867627,2 bed rooms+hall,,سكني,445,Person,2016-03-18,2017-03-17,,2,1,1,,,Unit,2.0,,0.0,105000,Renew,Flat,1,Discovery Gardens,تجديد,شقه,,Jabal Ali First,2026-02-19 01:09:55,,842.0,جبل علي الأولى,,153.0,شخص,الحدائق المكتشفة,2
147000,مكتب,,وحدة,Commercial,CNT426755122,Office,,تجاري,458,Authority,2016-04-25,2017-04-24,Ibn Battuta Metro Station,2,1,1,Ibn-e-Battuta Mall,محطة مترو ابن بطوطة,Unit,422.0,ابن بطوطة مول,1.0,147000,New,Office,1,Dubai Investment Park First,جديد,مكتب,Expo 2020 Site,Dubai Investment Park First,2026-02-19 01:09:55,موقع إكسبو 2020,2.0,مجمع دبي للاستثمار الاول,,183.0,جهة,مجمع دبي للاستثمار الاول,1
142000,غرفتين و صالة,ALSHERA TOWER,وحدة,Residential,CRT427172636,2 bed rooms+hall,برج الشراع,سكني,350,,2016-04-26,2017-04-25,Jumeirah Lakes Towers,2,1,1,Marina Mall,أبراج بحيرات جميرا,Unit,2.0,مارينا مول,,142000,New,Flat,1,Jumeirah Lakes Towers,جديد,شقه,Sports City Swimming Academy,Al Thanyah Fifth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,الثنيه الخامسة,687.0,161.0,, ابراج بحيرات الجميرا,1
90000,محل مع ميزانين,,وحدة,Commercial,CNT563007371,Shop with a mezzanine,,تجاري,242,Authority,2016-05-08,2017-05-07,Al Ras Metro Station,2,1,1,Dubai Mall,محطة مترو الراس,Unit,17.0,مول دبي,1.0,90000,New,Shop,0,,جديد,محل,Dubai International Airport,Al Ras,2026-02-19 01:09:55,مطار دبي الدولي,1.0,الراس,,99.0,جهة,,1
46200,غرفتين و صالة,,وحدة,Residential,CNT429611746,2 bed rooms+hall,,سكني,361,Person,2016-05-10,2017-05-09,Al Qusais Metro Station,2,1,1,City Centre Mirdif,محطة مترو القصيص,Unit,2.0,سيتي سنتر مردف,0.0,46200,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Muhaisanah Fourth,2026-02-19 01:09:55,مطار دبي الدولي,842.0,محيصنه الرابعه,,101.0,شخص,,2
6120000,أستوديو,,وحدة,Residential,CNT458939409,Studio,,سكني,309,Authority,2016-06-10,2017-06-09,First Abu Dhabi Bank Metro Station,2,169,82,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Unit,11.0,مول الإمارات,1.0,6120000,Renew,Flat,0,,تجديد,شقه,Burj Al Arab,Al Goze Industrial Third,2026-02-19 01:09:55,برج العرب,842.0,القوز الصناعيه الثالثه,,15.0,جهة,,2
73000,غرفة و صالة,,وحدة,Residential,CRT478975726,1bed room+Hall,,سكني,368,,2016-06-15,2017-06-14,Sharaf Dg Metro Station,2,1,1,Mall of the Emirates,محطة مترو شرف دي جي,Unit,1.0,مول الإمارات,,73000,Renew,Flat,0,,تجديد,شقه,Burj Al Arab,Al Barsha First,2026-02-19 01:09:55,برج العرب,842.0,البرشاء الاولى,,,,,2
55000,غرفة و صالة,,وحدة,Residential,CNT477855986,1bed room+Hall,,سكني,458,Person,2016-06-17,2017-06-16,DANUBE Metro Station,2,1,1,Ibn-e-Battuta Mall,محطة مترو الدانوب,Unit,1.0,ابن بطوطة مول,0.0,55000,Renew,Flat,1,Dubai Investment Park First,تجديد,شقه,Expo 2020 Site,Dubai Investment Park First,2026-02-19 01:09:55,موقع إكسبو 2020,842.0,مجمع دبي للاستثمار الاول,,84.0,شخص,مجمع دبي للاستثمار الاول,2
48000,محل,,وحدة,Commercial,CNT485473985,Shop,,تجاري,367,Authority,2016-07-12,2017-07-11,Al Ghubaiba Metro Station,2,1,1,Dubai Mall,محطة مترو الغبيبة,Unit,421.0,مول دبي,1.0,48000,Renew,Shop,0,,تجديد,محل,Burj Khalifa,Al Suq Al Kabeer,2026-02-19 01:09:55,برج خليفة,1.0,السوق الكبير,,20.0,جهة,,2
55000,غرفة و صالة,,وحدة,Residential,CRT653992126,1bed room+Hall,,سكني,338,Person,2016-07-25,2017-07-24,Noor Bank Metro Station,2,1,1,Dubai Mall,محطة مترو نور بنك,Unit,1.0,مول دبي,0.0,55000,Renew,Flat,0,,تجديد,شقه,Downtown Dubai,Al Goze First,2026-02-19 01:09:55,وسط مدينة دبي,842.0,القوز الاولى,,90.0,شخص,,2
109988,ثلاثة غرفة و صالة,,وحدة,Residential,CNT489781342,3 bed rooms+hall,,سكني,278,Person,2016-08-14,2017-08-13,Burjuman Metro Station,2,1,1,Dubai Mall,محطة مترو برجمان,Unit,3.0,مول دبي,0.0,109988,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Mankhool,2026-02-19 01:09:55,مطار دبي الدولي,842.0,منخول,,218.0,شخص,,2
80000,غرفتين و صالة,,فيلا,Residential,CRT652497246,2 bed rooms+hall,,سكني,232,Authority,2016-08-20,2017-08-19,Rashidiya Metro Station,4,1,1,City Centre Mirdif,محطة مترو الراشدية,Villa,2.0,سيتي سنتر مردف,1.0,80000,Renew,Villa,0,,تجديد,فيلا,Dubai International Airport,Mirdif,2026-02-19 01:09:55,مطار دبي الدولي,841.0,مردف,,330.0,جهة,,2
882000,غرفه سكن عمال,,وحدة,Residential,CNT502725571,Room in labor Camp,,سكني,395,Authority,2016-10-01,2017-09-30,DANUBE Metro Station,2,49,32,Ibn-e-Battuta Mall,محطة مترو الدانوب,Unit,12.0,ابن بطوطة مول,1.0,882000,New,Labor Camps,0,,جديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,28.0,جهة,,1
70000,غرفة و صالة,,وحدة,Residential,CNT495982628,1bed room+Hall,,سكني,368,Person,2016-10-03,2017-10-02,Sharaf Dg Metro Station,2,1,1,Mall of the Emirates,محطة مترو شرف دي جي,Unit,1.0,مول الإمارات,0.0,70000,New,Flat,0,,جديد,شقه,Burj Al Arab,Al Barsha First,2026-02-19 01:09:55,برج العرب,842.0,البرشاء الاولى,,53.0,شخص,,1
85000,محل,,وحدة,Commercial,CNT500162655,Shop,,تجاري,360,Authority,2016-10-12,2017-10-11,Etisalat Metro Station,2,1,1,City Centre Mirdif,محطة مترو اتصالات,Unit,421.0,سيتي سنتر مردف,1.0,85000,New,Shop,0,,جديد,محل,Dubai International Airport,Muhaisanah Second,2026-02-19 01:09:55,مطار دبي الدولي,1.0,محيصنه الثانيه,,20.0,جهة,,1
92000,غرفتين و صالة,,وحدة,Residential,CNT500623867,2 bed rooms+hall,,سكني,244,Person,2016-10-17,2017-10-16,Abu Baker Al Siddique Metro Station,2,1,1,Dubai Mall,محطة مترو أبو بكر الصديق,Unit,2.0,مول دبي,0.0,92000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Murqabat,2026-02-19 01:09:55,مطار دبي الدولي,842.0,المرقبات,,1.0,شخص,,2
484000,محل,,وحدة,Commercial,CNT553921242,Shop,,تجاري,430,Authority,2016-11-01,2017-10-31,Terminal 3 ,2,1,1,City Centre Mirdif,الممر 3,Unit,421.0,سيتي سنتر مردف,1.0,484000,New,Shop,0,,جديد,محل,Dubai International Airport,Dubai International Airport,2026-02-19 01:09:55,مطار دبي الدولي,1.0,مطار دبي الدولي,,8.0,جهة,,1
268800,غرفه سكن عمال,,وحدة,Residential,CRT510273146,Room in labor Camp,,سكني,372,,2016-11-01,2017-10-31,First Abu Dhabi Bank Metro Station,2,8,8,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,Unit,12.0,مول الإمارات,,268800,New,Labor Camps,0,,جديد,سكن عمال,Burj Al Arab,Al Goze Industrial Second,2026-02-19 01:09:55,برج العرب,4.0,القوز الصناعيه الثانيه,,11.0,,,1
35169,أستوديو,,وحدة,Residential,CNT506237917,Studio,,سكني,445,Person,2016-12-26,2017-12-25,Ibn Battuta Metro Station,2,1,1,Ibn-e-Battuta Mall,محطة مترو ابن بطوطة,Unit,11.0,ابن بطوطة مول,0.0,35169,Renew,Flat,1,The Gardens,تجديد,شقه,Sports City Swimming Academy,Jabal Ali First,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,جبل علي الأولى,,44.0,شخص,الحدائق,2
45000,غرفة و صالة,,وحدة,Residential,CRT557159236,1bed room+Hall,,سكني,235,Authority,2017-01-01,2017-12-31,Palm Deira Metro Stations,2,1,1,Dubai Mall,محطات مترو نخلة ديرة,Unit,1.0,مول دبي,1.0,45000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Eyal Nasser,2026-02-19 01:09:55,مطار دبي الدولي,842.0,عيال ناصر,,1.0,جهة,,2
145000,غرفتين و صالة,MADINA TOWER,وحدة,Residential,CRT557029486,2 bed rooms+hall,برج المدينة,سكني,350,Person,2017-01-14,2018-01-13,Marina Mall Metro Station,2,1,1,Marina Mall,محطة مترو مارينا مول,Unit,2.0,مارينا مول,0.0,145000,Renew,Flat,1,Jumeirah Lakes Towers,تجديد,شقه,Burj Al Arab,Al Thanyah Fifth,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الخامسة,75.0,189.0,شخص, ابراج بحيرات الجميرا,2
84000,غرفة و صالة,,وحدة,Residential,CRT560069366,1bed room+Hall,,سكني,351,Authority,2017-01-25,2018-01-24,Dubai Internet City,2,1,1,Marina Mall,مدينة دبي للإنترنت,Unit,1.0,مارينا مول,1.0,84000,New,Flat,1,The Greens,جديد,شقه,Burj Al Arab,Al Thanyah Third,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الثالثة,,75.0,جهة,الروضة,1
65000,أستوديو,LAKE SHORE TOWER,وحدة,Residential,CRT559963456,Studio,ليك سور تاور,سكني,350,Person,2017-01-28,2018-01-27,Damac Properties,2,1,1,Marina Mall,عقارات داماك,Unit,11.0,مارينا مول,0.0,65000,New,Flat,1,Jumeirah Lakes Towers,جديد,شقه,Burj Al Arab,Al Thanyah Fifth,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الخامسة,559.0,47.0,شخص, ابراج بحيرات الجميرا,1
60000,محل,,وحدة,Commercial,CRT642410006,Shop,,تجاري,238,,2017-03-01,2018-02-28,Palm Deira Metro Stations,2,1,1,Dubai Mall,محطات مترو نخلة ديرة,Unit,421.0,مول دبي,,60000,Renew,Shop,0,,تجديد,محل,Dubai International Airport,Al Dhagaya,2026-02-19 01:09:55,مطار دبي الدولي,1.0,الضغايه,,90.0,,,2
85000,غرفة و صالة,LAKE TERRACE,وحدة,Residential,CRT650192526,1bed room+Hall,ليك تراس,سكني,350,Authority,2017-03-05,2018-03-04,Jumeirah Lakes Towers,2,1,1,Marina Mall,أبراج بحيرات جميرا,Unit,1.0,مارينا مول,1.0,85000,New,Flat,1,Jumeirah Lakes Towers,جديد,شقه,Sports City Swimming Academy,Al Thanyah Fifth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,الثنيه الخامسة,438.0,68.0,جهة, ابراج بحيرات الجميرا,1
154000,ثلاثة غرفة و صالة,,وحدة,Residential,CRT751143366,3 bed rooms+hall,,سكني,351,Authority,2017-04-01,2018-03-31,Dubai Internet City,2,1,1,Marina Mall,مدينة دبي للإنترنت,Unit,3.0,مارينا مول,1.0,154000,Renew,Flat,1,The Greens,تجديد,شقه,Burj Al Arab,Al Thanyah Third,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الثالثة,,192.0,جهة,الروضة,2
95634,غرفتين و صالة,,فيلا,Residential,CNT571258856,2 bed rooms+hall,,سكني,232,Person,2017-04-02,2018-04-01,Rashidiya Metro Station,4,1,1,City Centre Mirdif,محطة مترو الراشدية,Villa,2.0,سيتي سنتر مردف,0.0,95634,Renew,Villa,1,,تجديد,فيلا,Dubai International Airport,Mirdif,2026-02-19 01:09:55,مطار دبي الدولي,841.0,مردف,,202.0,شخص,,2
240000,اربعة غرف و صالة,JUMEIRAH PARK ,فيلا,Residential,CRT654345846,4 bed rooms+hall,جميرا بارك,سكني,350,Authority,2017-04-10,2018-04-09,Harbour Tower,4,1,1,Marina Mall,برج هاربور,Villa,4.0,مارينا مول,1.0,240000,New,Villa,1,Jumeirah Park,جديد,فيلا,Sports City Swimming Academy,Al Thanyah Fifth,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,841.0,الثنيه الخامسة,1282.0,759.0,جهة,جميرا بارك,1
63539,غرفتين و صالة,,وحدة,Residential,CNT647949259,2 bed rooms+hall,,سكني,271,Person,2017-04-22,2018-04-21,ADCB Metro Station,2,1,1,Dubai Mall,محطة مترو بنك أبوظبي التجاري,Unit,2.0,مول دبي,0.0,63539,Renew,Flat,0,,تجديد,شقه,Burj Khalifa,Al Karama,2026-02-19 01:09:55,برج خليفة,842.0,الكرامه,,103.0,شخص,,2
70000,غرفة و صالة,,وحدة,Residential,CNT657337661,1bed room+Hall,,سكني,445,Person,2017-06-05,2018-06-04,Harbour Tower,2,1,1,Ibn-e-Battuta Mall,برج هاربور,Unit,1.0,ابن بطوطة مول,0.0,70000,Renew,Flat,1,Discovery Gardens,تجديد,شقه,Sports City Swimming Academy,Jabal Ali First,2026-02-19 01:09:55,أكاديمية المدينة الرياضية للسباحة,842.0,جبل علي الأولى,,93.0,شخص,الحدائق المكتشفة,2
288000,غرفه سكن عمال,,وحدة افتراضية,Residential,CNT761300839,Room in labor Camp,,سكني,360,Authority,2017-07-01,2018-06-30,Etisalat Metro Station,5,12,2,City Centre Mirdif,محطة مترو اتصالات,Virtual Unit,12.0,سيتي سنتر مردف,1.0,288000,Renew,Labor Camps,0,,تجديد,سكن عمال,Dubai International Airport,Muhaisanah Second,2026-02-19 01:09:55,مطار دبي الدولي,4.0,محيصنه الثانيه,,,جهة,,2
1336320,portacabin غرف,,وحدة,Residential,CNT707899422,Portacabin Rooms,,سكني,481,Authority,2017-07-01,2018-06-30,,2,32,22,,,Unit,608333096.0,,1.0,1336320,New,Portacabin,0,,جديد,غرف,Dubai Parks and Resorts,Hessyan Second,2026-02-19 01:09:55,دبي باركس اند ريزورتس,608333806.0,حصيان الثانية,,16.0,جهة,,1
110000,غرفتين و صالة,,وحدة,Residential,CNT676565093,2 bed rooms+hall,,سكني,443,Authority,2017-07-27,2018-07-26,Dubai Internet City,2,1,1,Mall of the Emirates,مدينة دبي للإنترنت,Unit,2.0,مول الإمارات,1.0,110000,Renew,Flat,1,Barsha Heights,تجديد,شقه,Burj Al Arab,Al Thanyah First,2026-02-19 01:09:55,برج العرب,842.0,الثنيه الأولى,,98.0,جهة,مرتفعات برشا,2
180121,غرفتين و صالة,,وحدة,Residential,CNT682323296,2 bed rooms+hall,,سكني,372,Authority,2017-08-30,2018-08-29,Noor Bank Metro Station,2,3,1,Mall of the Emirates,محطة مترو نور بنك,Unit,2.0,مول الإمارات,1.0,180121,Renew,Flat,1,,تجديد,شقه,Downtown Dubai,Al Goze Industrial Second,2026-02-19 01:09:55,وسط مدينة دبي,842.0,القوز الصناعيه الثانيه,,96.0,جهة,,2
62440,مستودع,,وحدة,Industrial,CNT692559060,Warehouse,,صناعي,372,Authority,2017-09-04,2018-03-03,Noor Bank Metro Station,2,1,1,Mall of the Emirates,محطة مترو نور بنك,Unit,13.0,مول الإمارات,1.0,124880,Renew,Warehouse,0,,تجديد,مستودع,Burj Al Arab,Al Goze Industrial Second,2026-02-19 01:09:55,برج العرب,7.0,القوز الصناعيه الثانيه,,290.0,جهة,,2
2916000,غرفه سكن عمال,,وحدة,Residential,CNT685601532,Room in labor Camp,,سكني,395,Authority,2017-09-15,2018-09-14,UAE Exchange Metro Station,2,90,87,Ibn-e-Battuta Mall,محطة مترو الإمارات العربية المتحدة للصرافة,Unit,12.0,ابن بطوطة مول,1.0,2916000,New,Labor Camps,0,,جديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,25.0,جهة,,1
160000,اربعة غرف و صالة,,فيلا,Residential,CNT677087264,4 bed rooms+hall,,سكني,445,Person,2017-09-15,2018-09-14,,4,1,1,,,Villa,4.0,,0.0,160000,New,Complex Villas,0,,جديد,مجمع فلل,,Jabal Ali First,2026-02-19 01:09:55,,19.0,جبل علي الأولى,,277.0,شخص,,1
220000,ثلاثة غرفة و صالة,,فيلا,Residential,CNT695474788,3 bed rooms+hall,,سكني,313,Person,2017-09-18,2018-09-17,Business Bay Metro Station,4,1,1,Dubai Mall,محطة مترو الخليج التجاري,Villa,3.0,مول دبي,0.0,220000,New,Villa,0,,جديد,فيلا,Burj Khalifa,Al Saffa First,2026-02-19 01:09:55,برج خليفة,841.0,الصفا الاولى,,242.0,شخص,,1
236002,مستودع,,وحدة,Commercial,CNT720767289,Warehouse,,تجاري,363,Authority,2017-10-01,2018-09-30,Airport Free Zone,2,1,1,City Centre Mirdif,المنطقة الحرة بالمطار,Unit,13.0,سيتي سنتر مردف,1.0,236002,New,Warehouse,0,,جديد,مستودع,Dubai International Airport,Al Qusais Industrial First,2026-02-19 01:09:55,مطار دبي الدولي,7.0,القصيص الصناعيه الاولى,,365.0,جهة,,1
104555,غرفتين و صالة,,وحدة,Residential,CNT713652531,2 bed rooms+hall,,سكني,313,Person,2017-10-24,2018-10-23,Business Bay Metro Station,2,1,1,Dubai Mall,محطة مترو الخليج التجاري,Unit,2.0,مول دبي,0.0,104555,Renew,Flat,0,,تجديد,شقه,Burj Khalifa,Al Saffa First,2026-02-19 01:09:55,برج خليفة,842.0,الصفا الاولى,,128.0,شخص,,2
150000,مكتب,,وحدة,Commercial,CNT733967176,Office,,تجاري,234,Authority,2017-12-22,2018-12-21,Al Qiyadah Metro Station,2,2,2,City Centre Mirdif,محطة مترو القيادة,Unit,422.0,سيتي سنتر مردف,1.0,150000,Renew,Office,0,,تجديد,مكتب,Dubai International Airport,Hor Al Anz East,2026-02-19 01:09:55,مطار دبي الدولي,2.0,هور العنز شرق,,119.0,جهة,,2
50000,مكتب,,وحدة,Commercial,CRT742016496,Office,,تجاري,238,Authority,2018-01-01,2018-12-31,Palm Deira Metro Stations,2,1,1,Dubai Mall,محطات مترو نخلة ديرة,Unit,422.0,مول دبي,1.0,50000,Renew,Office,0,,تجديد,مكتب,Dubai International Airport,Al Dhagaya,2026-02-19 01:09:55,مطار دبي الدولي,2.0,الضغايه,,1.0,جهة,,2
192150,محل,INTERNATIONAL CITY EMARATI,وحدة,Commercial,CNT747225210,Shop,المدينة العالمية الإماراتية,تجاري,343,Person,2018-01-13,2019-01-12,Rashidiya Metro Station,2,5,4,City Centre Mirdif,محطة مترو الراشدية,Unit,421.0,سيتي سنتر مردف,0.0,192150,New,Shop,1,International City Phase 1,جديد,محل,,Al Warsan First,2026-02-19 01:09:55,,1.0,ورسان الاولى,1288.0,42.0,شخص,المدينة العالمية - المرحلة الاولى,1
270000,خمسة غرف و صالة,,فيلا,Residential,CNT748542337,5 bed rooms+hall,,سكني,375,Person,2018-01-15,2019-01-14,Business Bay Metro Station,4,1,1,Dubai Mall,محطة مترو الخليج التجاري,Villa,5.0,مول دبي,0.0,270000,Renew,Villa,0,,تجديد,فيلا,Burj Khalifa,Jumeirah Second,2026-02-19 01:09:55,برج خليفة,841.0,جميرا الثانيه,,465.0,شخص,,2
1865760,غرفه سكن عمال,,وحدة,Residential,CNT851581479,Room in labor Camp,,سكني,395,Authority,2018-02-01,2019-01-31,DANUBE Metro Station,2,52,9,Ibn-e-Battuta Mall,محطة مترو الدانوب,Unit,12.0,ابن بطوطة مول,1.0,1865760,New,Labor Camps,0,,جديد,سكن عمال,Expo 2020 Site,Jabal Ali Industrial First,2026-02-19 01:09:55,موقع إكسبو 2020,4.0,جبل على الصناعية الأولى,,26.0,جهة,,1
935655,مكتب,,وحدة,Commercial,CNT786067233,Office,,تجاري,445,Authority,2018-02-01,2019-01-31,Ibn Battuta Metro Station,2,4,3,Ibn-e-Battuta Mall,محطة مترو ابن بطوطة,Unit,422.0,ابن بطوطة مول,1.0,935655,Renew,Office,1,Ibn Battuta ,تجديد,مكتب,Expo 2020 Site,Jabal Ali First,2026-02-19 01:09:55,موقع إكسبو 2020,2.0,جبل علي الأولى,,147.0,جهة,ابن بطوطة,2
60000,غرفة و صالة,,وحدة,Residential,CNT748548742,1bed room+Hall,,سكني,244,Person,2018-02-10,2019-02-09,Al Rigga Metro Station,2,1,1,Dubai Mall,محطة مترو الرقة,Unit,1.0,مول دبي,0.0,60000,New,Flat,0,,جديد,شقه,Dubai International Airport,Al Murqabat,2026-02-19 01:09:55,مطار دبي الدولي,842.0,المرقبات,,1.0,شخص,,1
10000,مكتب,,وحدة,Commercial,CRT774375676,Office,,تجاري,240,Authority,2018-03-01,2019-02-28,Deira City Centre,2,1,1,Dubai Mall,ديرة سيتي سنتر,Unit,422.0,مول دبي,1.0,10000,New,Office,1,,جديد,مكتب,Dubai International Airport,Port Saeed,2026-02-19 01:09:55,مطار دبي الدولي,2.0,بور سعيد,,75.0,جهة,,1
68000,غرفتين و صالة,,وحدة,Residential,CRT804973206,2 bed rooms+hall,,سكني,301,Person,2018-04-25,2019-04-24,Al Nahda Metro Station,2,1,1,City Centre Mirdif,محطة مترو النهضة,Unit,2.0,سيتي سنتر مردف,0.0,68000,Renew,Flat,0,,تجديد,شقه,Dubai International Airport,Al Nahda Second,2026-02-19 01:09:55,مطار دبي الدولي,842.0,النهده الثانيه,,,شخص,,2
50000,غرفة و صالة,,وحدة,Residential,CNT818863890,1bed room+Hall,,سكني,278,Person,2018-06-16,2019-06-15,Al Fahidi Metro Station,2,1,1,Dubai Mall,محطة مترو الفهيدي,Unit,1.0,مول دبي,0.0,50000,Renew,Flat,0,,تجديد,شقه,Burj Khalifa,Mankhool,2026-02-19 01:09:55,برج خليفة,842.0,منخول,,714.0,شخص,,2
41000,غرفتين و صالة,,وحدة,Residential,CRT1015135576,2 bed rooms+hall,,سكني,271,Authority,2018-07-01,2019-06-30,ADCB Metro Station,2,1,1,Dubai Mall,محطة مترو بنك أبوظبي التجاري,Unit,2.0,مول دبي,1.0,41000,New,Flat,0,,جديد,شقه,Burj Khalifa,Al Karama,2026-02-19 01:09:55,برج خليفة,842.0,الكرامه,,,جهة,,1
